Date / Time;25/05/2023 17:48;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;BLANK1b;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;-22.3;NaN;0;19.1;NaN;NaN
1.3;160.4;NaN;59;19.1;1.3;182.7
1.325;169.3;NaN;294;18.9;0.025;8.9
1.35;178.3;NaN;336;18.9;0.025;9
1.375;185;NaN;369;18.9;0.025;6.7
1.4;190.9;233.42;401;18.9;0.025;5.9
1.425;195.6;180.07;426;18.9;0.025;4.7
1.45;199.8;151.61;457;18.9;0.025;4.2
1.475;203.3;134.52;478;18.9;0.025;3.5
1.5;206.6;119.64;505;18.9;0.025;3.3
1.525;209.3;107.59;528;18.9;0.025;2.7
1.55;212;96.93;551;18.9;0.025;2.7
1.575;214.3;87.73;568;18.9;0.025;2.3
1.6;216.4;79.91;586;18.9;0.025;2.1
1.625;218.2;74.27;601;18.9;0.025;1.8
1.65;220.1;69.23;618;18.9;0.025;1.9
1.675;221.7;68.48;633;18.9;0.025;1.6
1.7;223.4;59.2;650;18.9;0.025;1.7
1.725;224.9;53.59;665;18.9;0.025;1.5
1.75;226.3;50.63;680;18.9;0.025;1.4
1.775;227.6;NaN;695;18.9;0.025;1.3
1.8;227.7;NaN;710;18.9;0.025;0.1
1.825;230.2;NaN;732;18.9;0.025;2.5
1.85;231.4;NaN;747;18.9;0.025;1.2
1.875;232.5;NaN;762;18.9;0.025;1.1
