Date / Time;25/05/2023 18:17;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;BLANK2a;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;-35.7;NaN;0;20.7;NaN;NaN
1.3;151.4;NaN;60;20.3;1.3;187.1
1.325;159.9;NaN;298;19.3;0.025;8.5
1.35;170.7;NaN;334;19.2;0.025;10.8
1.375;179.3;NaN;371;19.1;0.025;8.6
1.4;186.3;272.43;406;19.1;0.025;7
1.425;192;217.1;432;19;0.025;5.7
1.45;196.7;171.59;459;19;0.025;4.7
1.475;200.6;147.1;478;19;0.025;3.9
1.5;204.2;128.74;499;19;0.025;3.6
1.525;207.1;114.92;514;18.9;0.025;2.9
1.55;209.9;104.24;530;18.9;0.025;2.8
1.575;212.5;95.55;547;18.9;0.025;2.6
1.6;214.7;87.52;562;18.9;0.025;2.2
1.625;216.8;80.9;577;18.9;0.025;2.1
1.65;218.8;74.25;592;18.9;0.025;2
1.675;220.6;69.01;607;18.9;0.025;1.8
1.7;222.2;65.14;622;18.9;0.025;1.6
1.725;223.8;60.91;638;18.9;0.025;1.6
1.75;225.3;57.92;653;18.9;0.025;1.5
1.775;226.7;55.61;668;18.9;0.025;1.4
1.8;228.1;NaN;683;18.8;0.025;1.4
1.825;229.3;NaN;698;18.8;0.025;1.2
1.85;230.6;NaN;713;18.8;0.025;1.3
1.875;231.7;NaN;729;18.8;0.025;1.1
1.9;232.7;NaN;744;18.8;0.025;1
