Date / Time;11/05/2023 11:10;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;CRM2;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;-19.8;NaN;0;22.3;NaN;NaN
1.3;192.3;NaN;75;21.8;1.3;212.1
1.325;196;NaN;299;20.9;0.025;3.7
1.35;199.7;NaN;329;20.9;0.025;3.7
1.375;202.7;NaN;355;20.8;0.025;3
1.4;205.5;111.88;377;20.8;0.025;2.8
1.425;208;98.08;396;20.8;0.025;2.5
1.45;210.5;89.51;418;20.7;0.025;2.5
1.475;212.5;83.45;434;20.7;0.025;2
1.5;214.6;77.39;450;20.7;0.025;2.1
1.525;216.5;71.22;465;20.7;0.025;1.9
1.55;218.1;66.03;480;20.7;0.025;1.6
1.575;219.8;62.18;496;20.7;0.025;1.7
1.6;221.3;58.42;511;20.6;0.025;1.5
1.625;222.6;56.35;527;20.6;0.025;1.3
1.65;224.1;54.23;542;20.6;0.025;1.5
1.675;225.4;51.75;557;20.6;0.025;1.3
1.7;226.7;49.62;575;20.6;0.025;1.3
1.725;227.9;NaN;593;20.6;0.025;1.2
1.75;229;NaN;608;20.6;0.025;1.1
1.775;230.1;NaN;623;20.6;0.025;1.1
1.8;231.1;NaN;638;20.6;0.025;1
1.825;232.1;NaN;653;20.6;0.025;1
