Date / Time;12/05/2023 15:52;;;;;
User name;Administrator;;;;;
Method ID;U8000;;;;;
;;;;;;
Loop;1 of 1;;;;;
Sample;1 of 1;;;;;
;;;;;;
ID 1;BLANK1c;;;;;
Sample size;50;mL;;;;
Density;1;g/mL;;;;
Correction factor;1;;;;;
;;;;;;
R1;Consumption;NaN;mL;;;
R2;Consumption;NaN;mL;;;
;;;;;;
Table of measured values Titration (EQP) [1];;;;;;
Volume;Meas. value;1.Derivative;Time;Temperature;dV;dE
mL;mV;mV/mL;s;°C;mL;mV
0;-56.2;NaN;0;21.8;NaN;NaN
1.5;207.9;NaN;49;21.6;1.5;264.1
1.525;211;NaN;266;20.9;0.025;3.1
1.55;213.8;NaN;281;20.8;0.025;2.8
1.575;216.3;NaN;296;20.8;0.025;2.5
1.6;218.8;93.76;312;20.8;0.025;2.5
1.625;221;84.66;328;20.8;0.025;2.2
1.65;223;77.88;343;20.8;0.025;2
1.675;224.9;71.92;358;20.7;0.025;1.9
1.7;226.6;NaN;373;20.7;0.025;1.7
1.725;228.2;NaN;388;20.7;0.025;1.6
1.75;229.7;NaN;404;20.7;0.025;1.5
1.775;231.2;NaN;419;20.7;0.025;1.5
1.8;232.5;NaN;434;20.7;0.025;1.3
